date,region,property_type,baseline,index_value
Jan-81,Seven census metropolitan area composite,Office,"Index, 2002=100",58.4
Jan-81,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",53.3
Jan-81,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",59.3
Jan-81,Seven census metropolitan area composite,Light factory,"Index, 2002=100",50.1
Jan-81,Seven census metropolitan area composite,School,"Index, 2002=100",56.1
Jan-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",66.6
Jan-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",71.8
Jan-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",77.2
Jan-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",50.4
Jan-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",49.7
Jan-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",68.6
Jan-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",68.1
Jan-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",73.3
Jan-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.0
Jan-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.3
Jan-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",65.5
Jan-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",64.5
Jan-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",69.4
Jan-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",59.4
Jan-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",54.7
Jan-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",61.0
Jan-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",72.4
Jan-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",68.4
Jan-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",47.7
Jan-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",47.3
Jan-81,"Halifax, Nova Scotia",School,"Index, 2002=100",62.6
Jan-81,"Halifax, Nova Scotia",School,"Index, 2002=100",74.6
Jan-81,"Halifax, Nova Scotia",School,"Index, 2002=100",70.6
Jan-81,"Halifax, Nova Scotia",School,"Index, 2002=100",49.8
Jan-81,"Halifax, Nova Scotia",School,"Index, 2002=100",49.3
Jan-81,"Montréal, Quebec",Office,"Index, 2002=100",53.9
Jan-81,"Montréal, Quebec",Office,"Index, 2002=100",57.8
Jan-81,"Montréal, Quebec",Office,"Index, 2002=100",54.5
Jan-81,"Montréal, Quebec",Office,"Index, 2002=100",51.6
Jan-81,"Montréal, Quebec",Office,"Index, 2002=100",47.7
Jan-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",58.7
Jan-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",58.4
Jan-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",60.3
Jan-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",50.8
Jan-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",52.5
Jan-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",57.9
Jan-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",56.9
Jan-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",57.5
Jan-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",63.1
Jan-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",55.5
Jan-81,"Montréal, Quebec",Light factory,"Index, 2002=100",52.5
Jan-81,"Montréal, Quebec",Light factory,"Index, 2002=100",55.3
Jan-81,"Montréal, Quebec",Light factory,"Index, 2002=100",52.2
Jan-81,"Montréal, Quebec",Light factory,"Index, 2002=100",52.3
Jan-81,"Montréal, Quebec",Light factory,"Index, 2002=100",51.4
Jan-81,"Montréal, Quebec",School,"Index, 2002=100",53.0
Jan-81,"Montréal, Quebec",School,"Index, 2002=100",52.8
Jan-81,"Montréal, Quebec",School,"Index, 2002=100",54.7
Jan-81,"Montréal, Quebec",School,"Index, 2002=100",53.7
Jan-81,"Montréal, Quebec",School,"Index, 2002=100",47.0
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",47.7
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",42.9
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",53.2
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",46.2
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",48.7
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",50.8
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",50.4
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.2
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",45.9
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.7
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",50.3
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",46.7
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",48.8
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",60.6
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",58.8
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",46.1
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",50.7
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",46.4
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",44.9
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",51.3
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",48.6
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",49.4
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",51.6
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",46.7
Jan-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",42.8
Jan-81,"Toronto, Ontario",Office,"Index, 2002=100",46.7
Jan-81,"Toronto, Ontario",Office,"Index, 2002=100",44.2
Jan-81,"Toronto, Ontario",Office,"Index, 2002=100",50.7
Jan-81,"Toronto, Ontario",Office,"Index, 2002=100",46.0
Jan-81,"Toronto, Ontario",Office,"Index, 2002=100",44.5
Jan-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",43.1
Jan-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",42.2
Jan-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",42.4
Jan-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",44.7
Jan-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",49.6
Jan-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",47.5
Jan-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",45.7
Jan-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",45.6
Jan-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",56.6
Jan-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",52.4
Jan-81,"Toronto, Ontario",Light factory,"Index, 2002=100",41.7
Jan-81,"Toronto, Ontario",Light factory,"Index, 2002=100",45.4
Jan-81,"Toronto, Ontario",Light factory,"Index, 2002=100",37.7
Jan-81,"Toronto, Ontario",Light factory,"Index, 2002=100",46.1
Jan-81,"Toronto, Ontario",Light factory,"Index, 2002=100",43.5
Jan-81,"Toronto, Ontario",School,"Index, 2002=100",46.3
Jan-81,"Toronto, Ontario",School,"Index, 2002=100",48.8
Jan-81,"Toronto, Ontario",School,"Index, 2002=100",46.6
Jan-81,"Toronto, Ontario",School,"Index, 2002=100",44.6
Jan-81,"Toronto, Ontario",School,"Index, 2002=100",42.4
Jan-81,"Calgary, Alberta",Office,"Index, 2002=100",66.1
Jan-81,"Calgary, Alberta",Office,"Index, 2002=100",61.6
Jan-81,"Calgary, Alberta",Office,"Index, 2002=100",69.3
Jan-81,"Calgary, Alberta",Office,"Index, 2002=100",57.9
Jan-81,"Calgary, Alberta",Office,"Index, 2002=100",75.5
Jan-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",67.6
Jan-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",63.1
Jan-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",67.0
Jan-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",61.2
Jan-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",67.0
Jan-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",68.7
Jan-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",61.7
Jan-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",64.0
Jan-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",70.0
Jan-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",68.0
Jan-81,"Calgary, Alberta",Light factory,"Index, 2002=100",65.9
Jan-81,"Calgary, Alberta",Light factory,"Index, 2002=100",61.5
Jan-81,"Calgary, Alberta",Light factory,"Index, 2002=100",69.8
Jan-81,"Calgary, Alberta",Light factory,"Index, 2002=100",61.5
Jan-81,"Calgary, Alberta",Light factory,"Index, 2002=100",63.2
Jan-81,"Calgary, Alberta",School,"Index, 2002=100",63.4
Jan-81,"Calgary, Alberta",School,"Index, 2002=100",62.3
Jan-81,"Calgary, Alberta",School,"Index, 2002=100",65.9
Jan-81,"Calgary, Alberta",School,"Index, 2002=100",57.6
Jan-81,"Calgary, Alberta",School,"Index, 2002=100",63.2
Jan-81,"Edmonton, Alberta",Office,"Index, 2002=100",65.9
Jan-81,"Edmonton, Alberta",Office,"Index, 2002=100",65.3
Jan-81,"Edmonton, Alberta",Office,"Index, 2002=100",69.1
Jan-81,"Edmonton, Alberta",Office,"Index, 2002=100",58.5
Jan-81,"Edmonton, Alberta",Office,"Index, 2002=100",66.0
Jan-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",69.9
Jan-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",64.7
Jan-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",69.6
Jan-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",61.7
Jan-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",68.3
Jan-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",69.7
Jan-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",62.6
Jan-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",67.2
Jan-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",67.5
Jan-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",55.3
Jan-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",64.8
Jan-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",65.7
Jan-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",68.1
Jan-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",60.2
Jan-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",58.1
Jan-81,"Edmonton, Alberta",School,"Index, 2002=100",63.4
Jan-81,"Edmonton, Alberta",School,"Index, 2002=100",64.6
Jan-81,"Edmonton, Alberta",School,"Index, 2002=100",66.2
Jan-81,"Edmonton, Alberta",School,"Index, 2002=100",57.8
Jan-81,"Edmonton, Alberta",School,"Index, 2002=100",58.0
Jan-81,"Vancouver, British Columbia",Office,"Index, 2002=100",58.8
Jan-81,"Vancouver, British Columbia",Office,"Index, 2002=100",59.4
Jan-81,"Vancouver, British Columbia",Office,"Index, 2002=100",58.7
Jan-81,"Vancouver, British Columbia",Office,"Index, 2002=100",54.1
Jan-81,"Vancouver, British Columbia",Office,"Index, 2002=100",59.0
Jan-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",67.9
Jan-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",61.2
Jan-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",64.9
Jan-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",63.3
Jan-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",63.4
Jan-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",64.8
Jan-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",60.4
Jan-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",60.0
Jan-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",69.1
Jan-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",55.2
Jan-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",59.7
Jan-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",60.4
Jan-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",58.2
Jan-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",63.1
Jan-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",55.7
Jan-81,"Vancouver, British Columbia",School,"Index, 2002=100",58.6
Jan-81,"Vancouver, British Columbia",School,"Index, 2002=100",58.6
Jan-81,"Vancouver, British Columbia",School,"Index, 2002=100",58.5
Jan-81,"Vancouver, British Columbia",School,"Index, 2002=100",57.1
Jan-81,"Vancouver, British Columbia",School,"Index, 2002=100",53.7
Apr-81,Seven census metropolitan area composite,Office,"Index, 2002=100",59.7
Apr-81,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",54.7
Apr-81,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",61.0
Apr-81,Seven census metropolitan area composite,Light factory,"Index, 2002=100",51.4
Apr-81,Seven census metropolitan area composite,School,"Index, 2002=100",57.7
Apr-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",69.0
Apr-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",73.2
Apr-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",80.0
Apr-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",52.9
Apr-81,"Halifax, Nova Scotia",Office,"Index, 2002=100",51.8
Apr-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",70.3
Apr-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",69.8
Apr-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",75.5
Apr-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.8
Apr-81,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.9
Apr-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",67.2
Apr-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",66.0
Apr-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",71.2
Apr-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",61.3
Apr-81,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",55.7
Apr-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",62.7
Apr-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",74.8
Apr-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",70.5
Apr-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",48.6
Apr-81,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",48.3
Apr-81,"Halifax, Nova Scotia",School,"Index, 2002=100",64.6
Apr-81,"Halifax, Nova Scotia",School,"Index, 2002=100",77.2
Apr-81,"Halifax, Nova Scotia",School,"Index, 2002=100",72.7
Apr-81,"Halifax, Nova Scotia",School,"Index, 2002=100",51.7
Apr-81,"Halifax, Nova Scotia",School,"Index, 2002=100",50.4
Apr-81,"Montréal, Quebec",Office,"Index, 2002=100",55.6
Apr-81,"Montréal, Quebec",Office,"Index, 2002=100",59.7
Apr-81,"Montréal, Quebec",Office,"Index, 2002=100",56.8
Apr-81,"Montréal, Quebec",Office,"Index, 2002=100",52.1
Apr-81,"Montréal, Quebec",Office,"Index, 2002=100",48.3
Apr-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",60.8
Apr-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",61.3
Apr-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",62.5
Apr-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",51.4
Apr-81,"Montréal, Quebec",Warehouse,"Index, 2002=100",53.9
Apr-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.9
Apr-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.3
Apr-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.7
Apr-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",63.4
Apr-81,"Montréal, Quebec",Shopping centre,"Index, 2002=100",56.7
Apr-81,"Montréal, Quebec",Light factory,"Index, 2002=100",53.9
Apr-81,"Montréal, Quebec",Light factory,"Index, 2002=100",57.7
Apr-81,"Montréal, Quebec",Light factory,"Index, 2002=100",54.4
Apr-81,"Montréal, Quebec",Light factory,"Index, 2002=100",52.5
Apr-81,"Montréal, Quebec",Light factory,"Index, 2002=100",51.9
Apr-81,"Montréal, Quebec",School,"Index, 2002=100",54.5
Apr-81,"Montréal, Quebec",School,"Index, 2002=100",54.4
Apr-81,"Montréal, Quebec",School,"Index, 2002=100",56.8
Apr-81,"Montréal, Quebec",School,"Index, 2002=100",54.1
Apr-81,"Montréal, Quebec",School,"Index, 2002=100",47.8
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",49.1
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",44.7
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",54.9
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",46.4
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",49.8
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.5
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.5
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",52.0
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",46.2
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",53.0
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",51.3
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",48.1
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",49.7
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",61.2
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",61.0
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",47.1
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",52.0
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",47.6
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",45.1
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",52.2
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",49.8
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",50.1
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",53.3
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",47.5
Apr-81,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",44.2
Apr-81,"Toronto, Ontario",Office,"Index, 2002=100",48.3
Apr-81,"Toronto, Ontario",Office,"Index, 2002=100",46.7
Apr-81,"Toronto, Ontario",Office,"Index, 2002=100",52.3
Apr-81,"Toronto, Ontario",Office,"Index, 2002=100",46.5
Apr-81,"Toronto, Ontario",Office,"Index, 2002=100",44.8
Apr-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",44.2
Apr-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",43.4
Apr-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",43.8
Apr-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",45.4
Apr-81,"Toronto, Ontario",Warehouse,"Index, 2002=100",51.3
Apr-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",48.5
Apr-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",47.2
Apr-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",46.6
Apr-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",56.5
Apr-81,"Toronto, Ontario",Shopping centre,"Index, 2002=100",53.8
Apr-81,"Toronto, Ontario",Light factory,"Index, 2002=100",42.7
Apr-81,"Toronto, Ontario",Light factory,"Index, 2002=100",46.9
Apr-81,"Toronto, Ontario",Light factory,"Index, 2002=100",39.2
Apr-81,"Toronto, Ontario",Light factory,"Index, 2002=100",46.4
Apr-81,"Toronto, Ontario",Light factory,"Index, 2002=100",44.0
Apr-81,"Toronto, Ontario",School,"Index, 2002=100",47.6
Apr-81,"Toronto, Ontario",School,"Index, 2002=100",51.0
Apr-81,"Toronto, Ontario",School,"Index, 2002=100",48.2
Apr-81,"Toronto, Ontario",School,"Index, 2002=100",45.1
Apr-81,"Toronto, Ontario",School,"Index, 2002=100",43.2
Apr-81,"Calgary, Alberta",Office,"Index, 2002=100",67.7
Apr-81,"Calgary, Alberta",Office,"Index, 2002=100",62.4
Apr-81,"Calgary, Alberta",Office,"Index, 2002=100",71.9
Apr-81,"Calgary, Alberta",Office,"Index, 2002=100",58.4
Apr-81,"Calgary, Alberta",Office,"Index, 2002=100",77.0
Apr-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",69.6
Apr-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",64.1
Apr-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",69.3
Apr-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",62.2
Apr-81,"Calgary, Alberta",Warehouse,"Index, 2002=100",69.2
Apr-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",70.4
Apr-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",62.6
Apr-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",66.5
Apr-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",69.7
Apr-81,"Calgary, Alberta",Shopping centre,"Index, 2002=100",70.4
Apr-81,"Calgary, Alberta",Light factory,"Index, 2002=100",67.3
Apr-81,"Calgary, Alberta",Light factory,"Index, 2002=100",62.4
Apr-81,"Calgary, Alberta",Light factory,"Index, 2002=100",72.4
Apr-81,"Calgary, Alberta",Light factory,"Index, 2002=100",61.3
Apr-81,"Calgary, Alberta",Light factory,"Index, 2002=100",65.9
Apr-81,"Calgary, Alberta",School,"Index, 2002=100",64.6
Apr-81,"Calgary, Alberta",School,"Index, 2002=100",62.7
Apr-81,"Calgary, Alberta",School,"Index, 2002=100",67.6
Apr-81,"Calgary, Alberta",School,"Index, 2002=100",57.5
Apr-81,"Calgary, Alberta",School,"Index, 2002=100",64.5
Apr-81,"Edmonton, Alberta",Office,"Index, 2002=100",65.1
Apr-81,"Edmonton, Alberta",Office,"Index, 2002=100",64.0
Apr-81,"Edmonton, Alberta",Office,"Index, 2002=100",67.2
Apr-81,"Edmonton, Alberta",Office,"Index, 2002=100",59.5
Apr-81,"Edmonton, Alberta",Office,"Index, 2002=100",66.6
Apr-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",71.8
Apr-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",66.6
Apr-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",71.5
Apr-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",63.3
Apr-81,"Edmonton, Alberta",Warehouse,"Index, 2002=100",70.3
Apr-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",72.0
Apr-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",65.9
Apr-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",68.9
Apr-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",69.5
Apr-81,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",56.0
Apr-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",66.8
Apr-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",67.0
Apr-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",69.7
Apr-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",63.2
Apr-81,"Edmonton, Alberta",Light factory,"Index, 2002=100",59.8
Apr-81,"Edmonton, Alberta",School,"Index, 2002=100",65.4
Apr-81,"Edmonton, Alberta",School,"Index, 2002=100",66.6
Apr-81,"Edmonton, Alberta",School,"Index, 2002=100",67.9
Apr-81,"Edmonton, Alberta",School,"Index, 2002=100",59.9
Apr-81,"Edmonton, Alberta",School,"Index, 2002=100",60.6
Apr-81,"Vancouver, British Columbia",Office,"Index, 2002=100",61.4
Apr-81,"Vancouver, British Columbia",Office,"Index, 2002=100",62.4
Apr-81,"Vancouver, British Columbia",Office,"Index, 2002=100",61.6
Apr-81,"Vancouver, British Columbia",Office,"Index, 2002=100",54.8
Apr-81,"Vancouver, British Columbia",Office,"Index, 2002=100",59.9
Apr-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",70.1
Apr-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",63.2
Apr-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",66.9
Apr-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",66.0
Apr-81,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",66.4
Apr-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",66.7
Apr-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",62.6
Apr-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",62.1
Apr-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",69.6
Apr-81,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",56.8
Apr-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",61.9
Apr-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",62.7
Apr-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",61.6
Apr-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",64.2
Apr-81,"Vancouver, British Columbia",Light factory,"Index, 2002=100",55.3
Apr-81,"Vancouver, British Columbia",School,"Index, 2002=100",60.6
Apr-81,"Vancouver, British Columbia",School,"Index, 2002=100",61.3
Apr-81,"Vancouver, British Columbia",School,"Index, 2002=100",60.9
