date,region,property_type,baseline,index_value
Apr-90,"Toronto, Ontario",Apartment,"Index, 2002=100",85.0
Apr-90,"Toronto, Ontario",Apartment,"Index, 2002=100",74.1
Apr-90,"Toronto, Ontario",Apartment,"Index, 2002=100",82.6
Apr-90,"Calgary, Alberta",Office,"Index, 2002=100",80.0
Apr-90,"Calgary, Alberta",Office,"Index, 2002=100",75.8
Apr-90,"Calgary, Alberta",Office,"Index, 2002=100",82.9
Apr-90,"Calgary, Alberta",Office,"Index, 2002=100",76.3
Apr-90,"Calgary, Alberta",Office,"Index, 2002=100",89.0
Apr-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",79.2
Apr-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",76.3
Apr-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",81.4
Apr-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",74.6
Apr-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",83.5
Apr-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",79.0
Apr-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",75.8
Apr-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",79.1
Apr-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",78.0
Apr-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",96.9
Apr-90,"Calgary, Alberta",Light factory,"Index, 2002=100",77.1
Apr-90,"Calgary, Alberta",Light factory,"Index, 2002=100",75.5
Apr-90,"Calgary, Alberta",Light factory,"Index, 2002=100",82.0
Apr-90,"Calgary, Alberta",Light factory,"Index, 2002=100",70.2
Apr-90,"Calgary, Alberta",Light factory,"Index, 2002=100",80.6
Apr-90,"Calgary, Alberta",School,"Index, 2002=100",77.6
Apr-90,"Calgary, Alberta",School,"Index, 2002=100",74.8
Apr-90,"Calgary, Alberta",School,"Index, 2002=100",80.8
Apr-90,"Calgary, Alberta",School,"Index, 2002=100",73.8
Apr-90,"Calgary, Alberta",School,"Index, 2002=100",78.3
Apr-90,"Calgary, Alberta",Apartment,"Index, 2002=100",77.8
Apr-90,"Calgary, Alberta",Apartment,"Index, 2002=100",74.5
Apr-90,"Calgary, Alberta",Apartment,"Index, 2002=100",81.2
Apr-90,"Calgary, Alberta",Apartment,"Index, 2002=100",72.6
Apr-90,"Calgary, Alberta",Apartment,"Index, 2002=100",79.0
Apr-90,"Edmonton, Alberta",Office,"Index, 2002=100",80.5
Apr-90,"Edmonton, Alberta",Office,"Index, 2002=100",79.0
Apr-90,"Edmonton, Alberta",Office,"Index, 2002=100",83.2
Apr-90,"Edmonton, Alberta",Office,"Index, 2002=100",76.8
Apr-90,"Edmonton, Alberta",Office,"Index, 2002=100",80.9
Apr-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",81.2
Apr-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",79.8
Apr-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",83.1
Apr-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",75.4
Apr-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",81.3
Apr-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",80.5
Apr-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",77.8
Apr-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",81.9
Apr-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",78.1
Apr-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",88.4
Apr-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",76.8
Apr-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",78.6
Apr-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",82.5
Apr-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",68.9
Apr-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",73.9
Apr-90,"Edmonton, Alberta",School,"Index, 2002=100",78.5
Apr-90,"Edmonton, Alberta",School,"Index, 2002=100",76.9
Apr-90,"Edmonton, Alberta",School,"Index, 2002=100",82.6
Apr-90,"Edmonton, Alberta",School,"Index, 2002=100",73.6
Apr-90,"Edmonton, Alberta",School,"Index, 2002=100",76.9
Apr-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",79.0
Apr-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",76.7
Apr-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",82.5
Apr-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",72.7
Apr-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",79.2
Apr-90,"Vancouver, British Columbia",Office,"Index, 2002=100",85.9
Apr-90,"Vancouver, British Columbia",Office,"Index, 2002=100",85.5
Apr-90,"Vancouver, British Columbia",Office,"Index, 2002=100",86.8
Apr-90,"Vancouver, British Columbia",Office,"Index, 2002=100",86.0
Apr-90,"Vancouver, British Columbia",Office,"Index, 2002=100",82.3
Apr-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",87.1
Apr-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",85.0
Apr-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",87.9
Apr-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",90.0
Apr-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",84.5
Apr-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",86.3
Apr-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",83.8
Apr-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",85.7
Apr-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",88.4
Apr-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",98.1
Apr-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",85.5
Apr-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",85.3
Apr-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",88.7
Apr-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",83.6
Apr-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",78.4
Apr-90,"Vancouver, British Columbia",School,"Index, 2002=100",85.5
Apr-90,"Vancouver, British Columbia",School,"Index, 2002=100",86.1
Apr-90,"Vancouver, British Columbia",School,"Index, 2002=100",86.8
Apr-90,"Vancouver, British Columbia",School,"Index, 2002=100",85.9
Apr-90,"Vancouver, British Columbia",School,"Index, 2002=100",77.7
Apr-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",84.0
Apr-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",84.3
Apr-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",85.3
Apr-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",82.3
Apr-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",80.7
Jul-90,Seven census metropolitan area composite,Office,"Index, 2002=100",83.4
Jul-90,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",80.8
Jul-90,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",84.6
Jul-90,Seven census metropolitan area composite,Light factory,"Index, 2002=100",78.0
Jul-90,Seven census metropolitan area composite,School,"Index, 2002=100",81.6
Jul-90,Seven census metropolitan area composite,Apartment,"Index, 2002=100",82.8
Jul-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",91.4
Jul-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",89.1
Jul-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",97.9
Jul-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",82.5
Jul-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",89.6
Jul-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",93.7
Jul-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",95.5
Jul-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",95.9
Jul-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",79.4
Jul-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",89.5
Jul-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",94.9
Jul-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",95.2
Jul-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",96.5
Jul-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",82.8
Jul-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",104.8
Jul-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",90.7
Jul-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",96.9
Jul-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",94.9
Jul-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",74.7
Jul-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",89.2
Jul-90,"Halifax, Nova Scotia",School,"Index, 2002=100",91.7
Jul-90,"Halifax, Nova Scotia",School,"Index, 2002=100",94.9
Jul-90,"Halifax, Nova Scotia",School,"Index, 2002=100",96.0
Jul-90,"Halifax, Nova Scotia",School,"Index, 2002=100",84.6
Jul-90,"Halifax, Nova Scotia",School,"Index, 2002=100",86.3
Jul-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",88.7
Jul-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",88.5
Jul-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",94.6
Jul-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",74.2
Jul-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",85.3
Jul-90,"Montréal, Quebec",Office,"Index, 2002=100",85.7
Jul-90,"Montréal, Quebec",Office,"Index, 2002=100",81.9
Jul-90,"Montréal, Quebec",Office,"Index, 2002=100",90.8
Jul-90,"Montréal, Quebec",Office,"Index, 2002=100",79.4
Jul-90,"Montréal, Quebec",Office,"Index, 2002=100",82.5
Jul-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",86.4
Jul-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",85.2
Jul-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",88.0
Jul-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",78.6
Jul-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",83.8
Jul-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",89.1
Jul-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",84.9
Jul-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",90.4
Jul-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",82.8
Jul-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",100.0
Jul-90,"Montréal, Quebec",Light factory,"Index, 2002=100",81.2
Jul-90,"Montréal, Quebec",Light factory,"Index, 2002=100",81.2
Jul-90,"Montréal, Quebec",Light factory,"Index, 2002=100",85.1
Jul-90,"Montréal, Quebec",Light factory,"Index, 2002=100",71.5
Jul-90,"Montréal, Quebec",Light factory,"Index, 2002=100",84.3
Jul-90,"Montréal, Quebec",School,"Index, 2002=100",85.3
Jul-90,"Montréal, Quebec",School,"Index, 2002=100",81.7
Jul-90,"Montréal, Quebec",School,"Index, 2002=100",89.4
Jul-90,"Montréal, Quebec",School,"Index, 2002=100",81.1
Jul-90,"Montréal, Quebec",School,"Index, 2002=100",79.0
Jul-90,"Montréal, Quebec",Apartment,"Index, 2002=100",84.4
Jul-90,"Montréal, Quebec",Apartment,"Index, 2002=100",83.2
Jul-90,"Montréal, Quebec",Apartment,"Index, 2002=100",89.3
Jul-90,"Montréal, Quebec",Apartment,"Index, 2002=100",72.6
Jul-90,"Montréal, Quebec",Apartment,"Index, 2002=100",79.3
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",80.5
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",78.2
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",83.2
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",76.9
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",80.7
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",78.4
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",76.9
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",79.2
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",75.2
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",81.1
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",79.5
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",77.6
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",79.0
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",77.6
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",93.9
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",74.8
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",76.3
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",78.3
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",70.3
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",79.3
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",78.6
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",76.9
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",80.9
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",76.8
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",75.5
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",79.1
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",77.2
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",83.1
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",69.0
Jul-90,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",78.2
Jul-90,"Toronto, Ontario",Office,"Index, 2002=100",81.1
Jul-90,"Toronto, Ontario",Office,"Index, 2002=100",72.7
Jul-90,"Toronto, Ontario",Office,"Index, 2002=100",86.3
Jul-90,"Toronto, Ontario",Office,"Index, 2002=100",78.5
Jul-90,"Toronto, Ontario",Office,"Index, 2002=100",84.8
Jul-90,"Toronto, Ontario",Warehouse,"Index, 2002=100",79.4
Jul-90,"Toronto, Ontario",Warehouse,"Index, 2002=100",73.8
Jul-90,"Toronto, Ontario",Warehouse,"Index, 2002=100",82.2
Jul-90,"Toronto, Ontario",Warehouse,"Index, 2002=100",72.0
Jul-90,"Toronto, Ontario",Warehouse,"Index, 2002=100",84.0
Jul-90,"Toronto, Ontario",Shopping centre,"Index, 2002=100",82.1
Jul-90,"Toronto, Ontario",Shopping centre,"Index, 2002=100",74.5
Jul-90,"Toronto, Ontario",Shopping centre,"Index, 2002=100",82.2
Jul-90,"Toronto, Ontario",Shopping centre,"Index, 2002=100",79.3
Jul-90,"Toronto, Ontario",Shopping centre,"Index, 2002=100",108.9
Jul-90,"Toronto, Ontario",Light factory,"Index, 2002=100",75.4
Jul-90,"Toronto, Ontario",Light factory,"Index, 2002=100",74.7
Jul-90,"Toronto, Ontario",Light factory,"Index, 2002=100",79.6
Jul-90,"Toronto, Ontario",Light factory,"Index, 2002=100",70.5
Jul-90,"Toronto, Ontario",Light factory,"Index, 2002=100",81.6
Jul-90,"Toronto, Ontario",School,"Index, 2002=100",79.9
Jul-90,"Toronto, Ontario",School,"Index, 2002=100",75.7
Jul-90,"Toronto, Ontario",School,"Index, 2002=100",82.4
Jul-90,"Toronto, Ontario",School,"Index, 2002=100",78.1
Jul-90,"Toronto, Ontario",School,"Index, 2002=100",80.6
Jul-90,"Toronto, Ontario",Apartment,"Index, 2002=100",79.1
Jul-90,"Toronto, Ontario",Apartment,"Index, 2002=100",71.3
Jul-90,"Toronto, Ontario",Apartment,"Index, 2002=100",83.2
Jul-90,"Toronto, Ontario",Apartment,"Index, 2002=100",73.7
Jul-90,"Toronto, Ontario",Apartment,"Index, 2002=100",82.6
Jul-90,"Calgary, Alberta",Office,"Index, 2002=100",80.2
Jul-90,"Calgary, Alberta",Office,"Index, 2002=100",75.8
Jul-90,"Calgary, Alberta",Office,"Index, 2002=100",82.9
Jul-90,"Calgary, Alberta",Office,"Index, 2002=100",76.8
Jul-90,"Calgary, Alberta",Office,"Index, 2002=100",88.6
Jul-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",78.8
Jul-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",76.3
Jul-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",80.3
Jul-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",77.1
Jul-90,"Calgary, Alberta",Warehouse,"Index, 2002=100",83.6
Jul-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",79.0
Jul-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",75.8
Jul-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",79.1
Jul-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",78.3
Jul-90,"Calgary, Alberta",Shopping centre,"Index, 2002=100",96.9
Jul-90,"Calgary, Alberta",Light factory,"Index, 2002=100",76.9
Jul-90,"Calgary, Alberta",Light factory,"Index, 2002=100",75.5
Jul-90,"Calgary, Alberta",Light factory,"Index, 2002=100",81.3
Jul-90,"Calgary, Alberta",Light factory,"Index, 2002=100",70.5
Jul-90,"Calgary, Alberta",Light factory,"Index, 2002=100",80.9
Jul-90,"Calgary, Alberta",School,"Index, 2002=100",77.7
Jul-90,"Calgary, Alberta",School,"Index, 2002=100",74.8
Jul-90,"Calgary, Alberta",School,"Index, 2002=100",80.8
Jul-90,"Calgary, Alberta",School,"Index, 2002=100",74.7
Jul-90,"Calgary, Alberta",School,"Index, 2002=100",77.4
Jul-90,"Calgary, Alberta",Apartment,"Index, 2002=100",78.1
Jul-90,"Calgary, Alberta",Apartment,"Index, 2002=100",74.5
Jul-90,"Calgary, Alberta",Apartment,"Index, 2002=100",81.5
Jul-90,"Calgary, Alberta",Apartment,"Index, 2002=100",73.7
Jul-90,"Calgary, Alberta",Apartment,"Index, 2002=100",79.0
Jul-90,"Edmonton, Alberta",Office,"Index, 2002=100",80.5
Jul-90,"Edmonton, Alberta",Office,"Index, 2002=100",79.0
Jul-90,"Edmonton, Alberta",Office,"Index, 2002=100",82.9
Jul-90,"Edmonton, Alberta",Office,"Index, 2002=100",77.8
Jul-90,"Edmonton, Alberta",Office,"Index, 2002=100",81.3
Jul-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",80.8
Jul-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",79.8
Jul-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",82.1
Jul-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",78.1
Jul-90,"Edmonton, Alberta",Warehouse,"Index, 2002=100",81.8
Jul-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",80.2
Jul-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",77.7
Jul-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",81.0
Jul-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",78.5
Jul-90,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",88.6
Jul-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",76.6
Jul-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",78.5
Jul-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",81.8
Jul-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",69.0
Jul-90,"Edmonton, Alberta",Light factory,"Index, 2002=100",74.2
Jul-90,"Edmonton, Alberta",School,"Index, 2002=100",78.5
Jul-90,"Edmonton, Alberta",School,"Index, 2002=100",76.9
Jul-90,"Edmonton, Alberta",School,"Index, 2002=100",82.1
Jul-90,"Edmonton, Alberta",School,"Index, 2002=100",74.7
Jul-90,"Edmonton, Alberta",School,"Index, 2002=100",77.3
Jul-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",79.0
Jul-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",76.7
Jul-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",81.8
Jul-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",73.8
Jul-90,"Edmonton, Alberta",Apartment,"Index, 2002=100",79.4
Jul-90,"Vancouver, British Columbia",Office,"Index, 2002=100",84.4
Jul-90,"Vancouver, British Columbia",Office,"Index, 2002=100",83.9
Jul-90,"Vancouver, British Columbia",Office,"Index, 2002=100",84.3
Jul-90,"Vancouver, British Columbia",Office,"Index, 2002=100",86.8
Jul-90,"Vancouver, British Columbia",Office,"Index, 2002=100",81.8
Jul-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",84.6
Jul-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",82.8
Jul-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",84.4
Jul-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",93.1
Jul-90,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",83.9
Jul-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",84.0
Jul-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",81.9
Jul-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",83.6
Jul-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",89.7
Jul-90,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",87.0
Jul-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",83.5
Jul-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",83.4
Jul-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",85.3
Jul-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",84.2
Jul-90,"Vancouver, British Columbia",Light factory,"Index, 2002=100",77.3
Jul-90,"Vancouver, British Columbia",School,"Index, 2002=100",84.5
Jul-90,"Vancouver, British Columbia",School,"Index, 2002=100",84.4
Jul-90,"Vancouver, British Columbia",School,"Index, 2002=100",84.9
Jul-90,"Vancouver, British Columbia",School,"Index, 2002=100",86.7
Jul-90,"Vancouver, British Columbia",School,"Index, 2002=100",77.3
Jul-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",83.4
Jul-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",83.2
Jul-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",84.2
Jul-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",83.6
Jul-90,"Vancouver, British Columbia",Apartment,"Index, 2002=100",80.0
Oct-90,Seven census metropolitan area composite,Office,"Index, 2002=100",83.1
Oct-90,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",80.3
Oct-90,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",84.1
Oct-90,Seven census metropolitan area composite,Light factory,"Index, 2002=100",77.8
Oct-90,Seven census metropolitan area composite,School,"Index, 2002=100",81.5
Oct-90,Seven census metropolitan area composite,Apartment,"Index, 2002=100",82.3
Oct-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",91.4
Oct-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",88.4
Oct-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",97.8
Oct-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",82.6
Oct-90,"Halifax, Nova Scotia",Office,"Index, 2002=100",91.0
Oct-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",93.5
Oct-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",95.4
Oct-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",95.9
Oct-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",78.7
Oct-90,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",90.3
Oct-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",94.8
Oct-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",94.9
Oct-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",96.4
Oct-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",83.2
Oct-90,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",104.8
Oct-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",91.0
Oct-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",96.9
Oct-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",94.8
Oct-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",74.8
Oct-90,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",90.2
Oct-90,"Halifax, Nova Scotia",School,"Index, 2002=100",91.7
Oct-90,"Halifax, Nova Scotia",School,"Index, 2002=100",94.3
Oct-90,"Halifax, Nova Scotia",School,"Index, 2002=100",95.9
Oct-90,"Halifax, Nova Scotia",School,"Index, 2002=100",85.2
Oct-90,"Halifax, Nova Scotia",School,"Index, 2002=100",87.1
Oct-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",88.6
Oct-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",87.9
Oct-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",94.4
Oct-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",74.1
Oct-90,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",86.5
Oct-90,"Montréal, Quebec",Office,"Index, 2002=100",85.8
Oct-90,"Montréal, Quebec",Office,"Index, 2002=100",81.7
Oct-90,"Montréal, Quebec",Office,"Index, 2002=100",91.0
Oct-90,"Montréal, Quebec",Office,"Index, 2002=100",79.4
Oct-90,"Montréal, Quebec",Office,"Index, 2002=100",83.0
Oct-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",86.4
Oct-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",85.1
Oct-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",88.2
Oct-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",78.0
Oct-90,"Montréal, Quebec",Warehouse,"Index, 2002=100",84.2
Oct-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",88.8
Oct-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",84.4
Oct-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",89.8
Oct-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",83.0
Oct-90,"Montréal, Quebec",Shopping centre,"Index, 2002=100",100.6
Oct-90,"Montréal, Quebec",Light factory,"Index, 2002=100",81.3
Oct-90,"Montréal, Quebec",Light factory,"Index, 2002=100",80.9
Oct-90,"Montréal, Quebec",Light factory,"Index, 2002=100",85.0
Oct-90,"Montréal, Quebec",Light factory,"Index, 2002=100",71.9
Oct-90,"Montréal, Quebec",Light factory,"Index, 2002=100",84.8
